"","nGrams","Freq"
"20650","DS",37
"20651","Dyer",37
"20652","ED",37
"20653","Elisabeth",37
"20654","Em",37
"20655","embellishment",37
"20656","embraces",37
"20657","embroiled",37
"20658","empowerment",37
"20659","endorsing",37
"20660","engages",37
"20661","enlarged",37
"20662","entrusted",37
"20663","evaporated",37
"20664","Evidence",37
"20665","Ewing",37
"20666","Exercise",37
"20667","expiration",37
"20668","expressive",37
"20669","facto",37
"20670","FAMU",37
"20671","fart",37
"20672","fatalities",37
"20673","Feinstein",37
"20674","fibers",37
"20675","Fillmore",37
"20676","fir",37
"20677","Fit",37
"20678","flanked",37
"20679","Flint",37
"20680","floss",37
"20681","Fluke",37
"20682","foreclosed",37
"20683","fracturing",37
"20684","fullback",37
"20685","furiously",37
"20686","gags",37
"20687","gameplay",37
"20688","Garland",37
"20689","genetics",37
"20690","geographical",37
"20691","Gibbs",37
"20692","Gifts",37
"20693","Gilmore",37
"20694","glimpses",37
"20695","goaltender",37
"20696","Gonzaga",37
"20697","grader",37
"20698","Granger",37
"20699","grounder",37
"20700","Groups",37
"20701","grueling",37
"20702","Gucci",37
"20703","gunpoint",37
"20704","gutter",37
"20705","HB",37
"20706","Helena",37
"20707","Hennessy",37
"20708","heterosexual",37
"20709","Hezbollah",37
"20710","hog",37
"20711","hooking",37
"20712","hr",37
"20713","humbling",37
"20714","ignited",37
"20715","Ike",37
"20716","incidentally",37
"20717","incompetent",37
"20718","inexplicably",37
"20719","infielder",37
"20720","ing",37
"20721","inhabited",37
"20722","insurer",37
"20723","intervening",37
"20724","inward",37
"20725","Islamists",37
"20726","Javier",37
"20727","Jin",37
"20728","Johansson",37
"20729","Judd",37
"20730","judgmental",37
"20731","junkie",37
"20732","Kenyan",37
"20733","Kindergarten",37
"20734","Kipnis",37
"20735","Kmart",37
"20736","kudos",37
"20737","KY",37
"20738","liberating",37
"20739","Liberties",37
"20740","lilies",37
"20741","Lois",37
"20742","LOOK",37
"20743","lore",37
"20744","ludicrous",37
"20745","Lyon",37
"20746","macaroni",37
"20747","Majesty",37
"20748","Mandarin",37
"20749","margarine",37
"20750","Marxist",37
"20751","mating",37
"20752","Mead",37
"20753","melon",37
"20754","Mendoza",37
"20755","Mimi",37
"20756","misled",37
"20757","moan",37
"20758","Mohammad",37
"20759","molds",37
"20760","momentarily",37
"20761","Monk",37
"20762","moonlight",37
"20763","motivational",37
"20764","nationalist",37
"20765","negatives",37
"20766","Ness",37
"20767","newfound",37
"20768","Novel",37
"20769","NP",37
"20770","OB",37
"20771","occupying",37
"20772","octopus",37
"20773","ODOT",37
"20774","OLD",37
"20775","onwards",37
"20776","Otto",37
"20777","overboard",37
"20778","Package",37
"20779","Panda",37
"20780","partake",37
"20781","pavilion",37
"20782","paw",37
"20783","pep",37
"20784","percentages",37
"20785","pests",37
"20786","pg",37
"20787","pines",37
"20788","plunging",37
"20789","polymer",37
"20790","priesthood",37
"20791","psychologically",37
"20792","puddle",37
"20793","quart",37
"20794","Ratings",37
"20795","RC",37
"20796","receptionist",37
"20797","Redondo",37
"20798","reeling",37
"20799","refill",37
"20800","retaliation",37
"20801","Ricardo",37
"20802","riff",37
"20803","robbers",37
"20804","robes",37
"20805","Rover",37
"20806","rundown",37
"20807","Runway",37
"20808","ruptured",37
"20809","safeguard",37
"20810","Sal",37
"20811","Salsa",37
"20812","saxophone",37
"20813","scallop",37
"20814","Schmitt",37
"20815","seaside",37
"20816","Selection",37
"20817","SEO",37
"20818","sequels",37
"20819","Sergeant",37
"20820","shameless",37
"20821","shedding",37
"20822","Shield",37
"20823","shopped",37
"20824","shortening",37
"20825","slaw",37
"20826","Soldier",37
"20827","sonic",37
"20828","speechless",37
"20829","squirrels",37
"20830","Stamping",37
"20831","standby",37
"20832","standoff",37
"20833","Stefan",37
"20834","sterling",37
"20835","straighten",37
"20836","strife",37
"20837","subpoena",37
"20838","subsidize",37
"20839","superheroes",37
"20840","SUVs",37
"20841","syndicated",37
"20842","systemic",37
"20843","taboo",37
"20844","tasked",37
"20845","tendon",37
"20846","Terps",37
"20847","Terrell",37
"20848","THEFT",37
"20849","Thin",37
"20850","thrifted",37
"20851","Tintin",37
"20852","toppled",37
"20853","treacherous",37
"20854","trotted",37
"20855","trump",37
"20856","Tues",37
"20857","Ultra",37
"20858","undertones",37
"20859","unfounded",37
"20860","unload",37
"20861","unstoppable",37
"20862","untold",37
"20863","Updated",37
"20864","usable",37
"20865","Vehicle",37
"20866","Visual",37
"20867","vocational",37
"20868","vow",37
"20869","waive",37
"20870","waterfalls",37
"20871","weld",37
"20872","wept",37
"20873","wetlands",37
"20874","Wheels",37
"20875","whiny",37
"20876","Woohoo",37
"20877","workload",37
"20878","YOLO",37
"20879","Yummy",37
"20880","abandonment",36
"20881","Abdullah",36
"20882","abs",36
"20883","Accessories",36
"20884","accompaniment",36
"20885","affirmed",36
"20886","afterthought",36
"20887","alleys",36
"20888","alliances",36
"20889","allotted",36
"20890","altering",36
"20891","analytical",36
"20892","Anthem",36
"20893","Architects",36
"20894","arraignment",36
"20895","artistry",36
"20896","astronaut",36
"20897","Atlantis",36
"20898","atomic",36
"20899","attaching",36
"20900","Audi",36
"20901","Automotive",36
"20902","awaken",36
"20903","Bagley",36
"20904","Baird",36
"20905","bangs",36
"20906","Barth",36
"20907","Basics",36
"20908","beacon",36
"20909","Beacon",36
"20910","BEFORE",36
"20911","benign",36
"20912","Benny",36
"20913","bestowed",36
"20914","blinked",36
"20915","Blonde",36
"20916","Blueberry",36
"20917","boasted",36
"20918","bonfire",36
"20919","bookmark",36
"20920","Boris",36
"20921","Bowers",36
"20922","Boyfriend",36
"20923","brawl",36
"20924","brightness",36
"20925","Brody",36
"20926","buckle",36
"20927","Buddhism",36
"20928","Buford",36
"20929","buggy",36
"20930","bummer",36
"20931","bundled",36
"20932","cache",36
"20933","Caesars",36
"20934","Cardiff",36
"20935","Carlton",36
"20936","carp",36
"20937","cello",36
"20938","changer",36
"20939","chap",36
"20940","characterization",36
"20941","Chat",36
"20942","cheeseburger",36
"20943","Choo",36
"20944","chorizo",36
"20945","Clemson",36
"20946","Clinical",36
"20947","cohesive",36
"20948","Colbert",36
"20949","Colby",36
"20950","Colors",36
"20951","colt",36
"20952","communion",36
"20953","complicate",36
"20954","compromises",36
"20955","Compton",36
"20956","conceptual",36
"20957","conditioner",36
"20958","conspired",36
"20959","contentment",36
"20960","contradict",36
"20961","conveyed",36
"20962","Cotto",36
"20963","cowboys",36
"20964","Creme",36
"20965","Croatia",36
"20966","crossings",36
"20967","crumb",36
"20968","cumbersome",36
"20969","Currie",36
"20970","Dart",36
"20971","Davey",36
"20972","Dawkins",36
"20973","Decker",36
"20974","Declaration",36
"20975","deliberations",36
"20976","dent",36
"20977","deprivation",36
"20978","Deputies",36
"20979","detector",36
"20980","Deutsche",36
"20981","devotional",36
"20982","Diabetes",36
"20983","dinosaurs",36
"20984","disciplines",36
"20985","disgusted",36
"20986","dispose",36
"20987","DMV",36
"20988","Dorado",36
"20989","drool",36
"20990","Drugs",36
"20991","Dying",36
"20992","earners",36
"20993","ebay",36
"20994","Elephant",36
"20995","elf",36
"20996","embattled",36
"20997","embodies",36
"20998","Emirates",36
"20999","enigmatic",36
"21000","enrichment",36
"21001","err",36
"21002","femininity",36
"21003","ff",36
"21004","fiasco",36
"21005","filet",36
"21006","firstly",36
"21007","flank",36
"21008","flares",36
"21009","flashlight",36
"21010","Folk",36
"21011","foreseeable",36
"21012","fountains",36
"21013","furnished",36
"21014","gaping",36
"21015","Gators",36
"21016","Genius",36
"21017","Gets",36
"21018","GIRL",36
"21019","glimmer",36
"21020","glistening",36
"21021","goddamn",36
"21022","Gosling",36
"21023","granny",36
"21024","Gretchen",36
"21025","Grimes",36
"21026","Gym",36
"21027","hardened",36
"21028","hardy",36
"21029","headband",36
"21030","Henrik",36
"21031","Hershey",36
"21032","Hickenlooper",36
"21033","Hillsborough",36
"21034","hinder",36
"21035","Hodgson",36
"21036","homosexuals",36
"21037","Hoosiers",36
"21038","HOPE",36
"21039","horny",36
"21040","housework",36
"21041","hovered",36
"21042","HQ",36
"21043","hump",36
"21044","Hungarian",36
"21045","incompetence",36
"21046","inflatable",36
"21047","infringing",36
"21048","Inks",36
"21049","installations",36
"21050","insure",36
"21051","intercepted",36
"21052","intermission",36
"21053","Introduction",36
"21054","inundated",36
"21055","invaders",36
"21056","invoke",36
"21057","Issa",36
"21058","Italians",36
"21059","Izzo",36
"21060","Janis",36
"21061","javelin",36
"21062","Jeans",36
"21063","Jermaine",36
"21064","Journalism",36
"21065","journalistic",36
"21066","jumpers",36
"21067","kayak",36
"21068","kimchi",36
"21069","knitted",36
"21070","lads",36
"21071","landslide",36
"21072","Lars",36
"21073","lasagna",36
"21074","layering",36
"21075","Lazarus",36
"21076","lice",36
"21077","lily",36
"21078","limestone",36
"21079","Lose",36
"21080","Madame",36
"21081","Maes",36
"21082","McManus",36
"21083","Meade",36
"21084","meadow",36
"21085","Means",36
"21086","medically",36
"21087","mediocrity",36
"21088","memorize",36
"21089","micro",36
"21090","midtown",36
"21091","MN",36
"21092","Moffat",36
"21093","molasses",36
"21094","Monaco",36
"21095","Monarch",36
"21096","Morales",36
"21097","mosaic",36
"21098","motifs",36
"21099","mysteriously",36
"21100","na",36
"21101","nicknamed",36
"21102","Nile",36
"21103","NM",36
"21104","nominating",36
"21105","nonexistent",36
"21106","Normandy",36
"21107","Northfield",36
"21108","noticeably",36
"21109","Numerous",36
"21110","nurturing",36
"21111","obstruction",36
"21112","Oddly",36
"21113","organisms",36
"21114","Orion",36
"21115","Ortega",36
"21116","outbreaks",36
"21117","Outer",36
"21118","Ozzie",36
"21119","paramount",36
"21120","passer",36
"21121","pastas",36
"21122","payout",36
"21123","PB",36
"21124","peaking",36
"21125","penetrate",36
"21126","perplexed",36
"21127","Perron",36
"21128","perverse",36
"21129","petite",36
"21130","petting",36
"21131","pigeons",36
"21132","plaid",36
"21133","plaintiff",36
"21134","plums",36
"21135","Pointe",36
"21136","Polly",36
"21137","prawns",36
"21138","Present",36
"21139","presided",36
"21140","primal",36
"21141","primed",36
"21142","procurement",36
"21143","Prohibition",36
"21144","propel",36
"21145","proprietary",36
"21146","Protestants",36
"21147","Protesters",36
"21148","Przybilla",36
"21149","publishes",36
"21150","Quinnipiac",36
"21151","quintessential",36
"21152","racket",36
"21153","rappers",36
"21154","rebounded",36
"21155","reckoned",36
"21156","referees",36
"21157","refining",36
"21158","Regency",36
"21159","regimen",36
"21160","regulator",36
"21161","Reminder",36
"21162","reopening",36
"21163","Request",36
"21164","Resistance",36
"21165","retrospective",36
"21166","Retweet",36
"21167","revolt",36
"21168","richly",36
"21169","rigs",36
"21170","Rinse",36
"21171","ripple",36
"21172","robbing",36
"21173","Rockwood",36
"21174","Romero",36
"21175","Rough",36
"21176","Roughly",36
"21177","Rub",36
"21178","Runner",36
"21179","Sacrifice",36
"21180","Saddam",36
"21181","safest",36
"21182","sailor",36
"21183","sails",36
"21184","Samson",36
"21185","sap",36
"21186","Saratoga",36
"21187","Schundler",36
"21188","screwing",36
"21189","scripted",36
"21190","Secondary",36
"21191","Segel",36
"21192","senate",36
"21193","shack",36
"21194","Shack",36
"21195","shellfish",36
"21196","Shepard",36
"21197","shingles",36
"21198","shortages",36
"21199","Shows",36
"21200","shreds",36
"21201","shudder",36
"21202","Silly",36
"21203","sincerity",36
"21204","Sioux",36
"21205","sixty",36
"21206","Slim",36
"21207","slime",36
"21208","smacked",36
"21209","Smithsonian",36
"21210","smoothies",36
"21211","Sold",36
"21212","sorbet",36
"21213","specialize",36
"21214","splits",36
"21215","spurs",36
"21216","sq",36
"21217","Staying",36
"21218","Steinberg",36
"21219","Stoke",36
"21220","Strangely",36
"21221","strolling",36
"21222","stun",36
"21223","Subject",36
"21224","substituted",36
"21225","summon",36
"21226","suppressed",36
"21227","Swing",36
"21228","switches",36
"21229","tacky",36
"21230","TAKE",36
"21231","talkin",36
"21232","tangle",36
"21233","teaming",36
"21234","Thames",36
"21235","thingy",36
"21236","toned",36
"21237","tormented",36
"21238","Townsend",36
"21239","Translation",36
"21240","trenches",36
"21241","triggering",36
"21242","triumphant",36
"21243","trot",36
"21244","tumors",36
"21245","turmeric",36
"21246","TWITTER",36
"21247","umbrellas",36
"21248","umm",36
"21249","uncanny",36
"21250","unicorn",36
"21251","unmistakable",36
"21252","uploading",36
"21253","Uptown",36
"21254","vaccinations",36
"21255","valleys",36
"21256","vid",36
"21257","Viola",36
"21258","WA",36
"21259","wading",36
"21260","Warrensville",36
"21261","WEEK",36
"21262","whereby",36
"21263","wildflowers",36
"21264","yer",36
"21265","Zuckerberg",36
"21266","Abe",35
"21267","absurdity",35
"21268","acceleration",35
"21269","accumulation",35
"21270","adapting",35
"21271","Address",35
"21272","adjustable",35
"21273","anarchy",35
"21274","anatomy",35
"21275","Anders",35
"21276","android",35
"21277","Annette",35
"21278","Apprentice",35
"21279","aqua",35
"21280","Asbury",35
"21281","Ass",35
"21282","audits",35
"21283","authored",35
"21284","backpacks",35
"21285","backstory",35
"21286","badges",35
"21287","bagels",35
"21288","banished",35
"21289","BART",35
"21290","BEACH",35
"21291","Berger",35
"21292","biker",35
"21293","bluff",35
"21294","Boardwalk",35
"21295","Bodemeister",35
"21296","bolstered",35
"21297","bombarded",35
"21298","Boring",35
"21299","Bow",35
"21300","Brass",35
"21301","brewpub",35
"21302","Brigade",35
"21303","Brunner",35
"21304","busier",35
"21305","cactus",35
"21306","Camille",35
"21307","captivity",35
"21308","cardiologist",35
"21309","carefree",35
"21310","catered",35
"21311","champs",35
"21312","charisma",35
"21313","Chic",35
"21314","chicago",35
"21315","chimney",35
"21316","Choi",35
"21317","chrome",35
"21318","chronicles",35
"21319","chubby",35
"21320","Churches",35
"21321","citywide",35
"21322","clones",35
"21323","clothed",35
"21324","clutching",35
"21325","cluttered",35
"21326","Collective",35
"21327","Collin",35
"21328","compositions",35
"21329","concise",35
"21330","condoms",35
"21331","Conservancy",35
"21332","constituency",35
"21333","cooperated",35
"21334","cork",35
"21335","cornerstone",35
"21336","Couch",35
"21337","covert",35
"21338","Creighton",35
"21339","crumbly",35
"21340","culminated",35
"21341","cutbacks",35
"21342","darts",35
"21343","databases",35
"21344","deflected",35
"21345","defy",35
"21346","Deli",35
"21347","democratically",35
"21348","denounced",35
"21349","derail",35
"21350","derailed",35
"21351","Designers",35
"21352","detergent",35
"21353","deteriorating",35
"21354","detractors",35
"21355","detriment",35
"21356","diagnostic",35
"21357","dictatorship",35
"21358","disadvantaged",35
"21359","dissent",35
"21360","dissertation",35
"21361","distilled",35
"21362","Dodd",35
"21363","dodging",35
"21364","Dominique",35
"21365","Download",35
"21366","Drivers",35
"21367","drooling",35
"21368","economical",35
"21369","edging",35
"21370","Elle",35
"21371","embarking",35
"21372","emerald",35
"21373","erratic",35
"21374","escalated",35
"21375","ethanol",35
"21376","Exit",35
"21377","Extension",35
"21378","fanfare",35
"21379","Faulkner",35
"21380","Faust",35
"21381","Flacco",35
"21382","flare",35
"21383","flung",35
"21384","Foothills",35
"21385","foreground",35
"21386","formulas",35
"21387","Franz",35
"21388","Freud",35
"21389","Friendly",35
"21390","frosted",35
"21391","FTC",35
"21392","Gabbert",35
"21393","Giovanni",35
"21394","GIVE",35
"21395","grainy",35
"21396","Graphic",35
"21397","greetings",35
"21398","grinning",35
"21399","grits",35
"21400","Grossman",35
"21401","grouped",35
"21402","handshake",35
"21403","Hanks",35
"21404","HARD",35
"21405","hardcover",35
"21406","headlights",35
"21407","Homestead",35
"21408","horrid",35
"21409","Houses",35
"21410","Icelandic",35
"21411","indebted",35
"21412","Indie",35
"21413","Individuals",35
"21414","insides",35
"21415","insulted",35
"21416","interpreter",35
"21417","intertwined",35
"21418","Janice",35
"21419","Jarrett",35
"21420","JJ",35
"21421","Joss",35
"21422","judiciary",35
"21423","Jury",35
"21424","Kellogg",35
"21425","Kovalchuk",35
"21426","Kwon",35
"21427","Lavender",35
